@relation group4
@attribute class {'X1','X2','X3','X4'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@attribute Rhythmic_Looseness numeric
@data
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,62,62,1,0,2,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.4167,0.1443,0.5,0.25,0,0.3745,0.1768,0.4444,1.75,2.25,0
'X1',0.1594,0.1848,0.9275,0.8625,3,5,6,16,9,22,74,70,0.6836,0.3164,2,6,2,2,1.991,3,2,0.3935,0.6,0.4259,0.2361,0.1366,0.5301,0.1458,0.04398,0,0.03935,0,0,0.00463,0,0.8529,0.01617,0.4515,2.357,6.107,4.719,120,40,3,0.2068,0.1992,1.038,0.406,5,10,5,0.6,0.0307,2.503,0.813,0.3972,0.2537,2,0.125,0,0.3965,0.2539,0.00578,172.5,173,0
'X1',1,1,0,0,69,9,1,1,1,0,69,69,1,0,9,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,2,0,0.375,0.1768,0.5,0.25,0,0.4995,0,0.5714,1.25,1.75,0
'X1',0.4,0.4,0.5,0.5,2,2,4,4,4,5,74,76,0,1,2,2,3,2,1.25,3,2,0.5,0.5,0.25,0.25,0.25,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,1,60,120,2,0.375,0.375,1,0.75,3,3,3,0.6667,0.04593,1.25,0,0.7,0.2739,1,0.5,0,0.6245,0.25,0.2222,4,4.5,0
'X1',0.6,0.6,0.3333,0.3333,3,2,3,3,3,5,74,73,0.2,0.8,2,2,1,2,1.75,3,2,0.5,0.5,0.5,0.25,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0.3333,3,2,1.5,120,40,3,0.4286,0.2857,1.5,0.7143,3,3,3,1,0.04615,1.25,0,0.6,0.2236,1,0.5,0,0.6245,0.25,0.25,3.5,4,0
'X1',1,1,0,0,67,7,1,1,1,0,67,67,1,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,1.25,0,1.25,1.25,0,0,0,0.4444,1.75,2.25,0
'X1',0.2857,0.2857,0.5,0.5,7,2,6,6,6,9,74,71,0.5714,0.4286,2,6,1,2,2.833,3,3,0.5,0.6667,0,0,0.1667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0.5,2,5,2,60,80,1.333,0.25,0.25,1,0.5,4,5,5,0.4,0.03674,1.75,0,0.5,0.4564,1.5,0.25,0,0.5412,0.4852,0.2222,4,4.5,0
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0
'X1',0.4286,0.4286,0.5,0.5,3,9,4,5,5,9,74,72,0.4286,0.5714,2,4,2,2,2.462,4,2,0.4615,0.3333,0.3846,0.1538,0,0.4615,0.2308,0.1538,0,0,0,0,0,0,2,0.07143,0.4545,2.75,7,3.778,120,40,3,0.2,0.15,1.333,0.35,5,10,5,0.6,0.02878,2.333,0,0.3929,0.2936,1.25,0.125,0,0.4034,0.3026,0.1538,6,6.5,0
'X1',0.3462,0.3462,0.5556,0.5556,2,2,4,7,7,10,74,74,0.2692,0.7308,2,3,2,0,1.8,3,2,0.36,0.7778,0.56,0.36,0.08,0.36,0.16,0.08,0,0.04,0,0,0,0,0,0,0.3125,2.286,5.429,3.5,80,40,2,0.2361,0.1944,1.214,0.4306,5,10,5,0.4,0.03242,2.6,2.021,0.375,0.2121,0.75,0.125,0,0.3795,0.2149,0.09302,10.25,10.75,0
'X1',1,1,0,1,72,0,1,1,1,0,72,72,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,60,1,0,0,1,1,1,1,1,0.07881,1,0,0.75,0.3536,1,0.5,0,0.9995,0,0.4,2,2.5,0
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,64,64,1,0,4,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X1',0.3333,0.3333,1,1,4,5,3,3,3,7,67,70,0.6667,0.3333,2,2,1,3,3.5,2,1,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.3333,1,0,0,0,120,160,1.333,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.4167,0.3146,0.75,0.125,0,0.2495,0.1768,0.4444,1.75,2.25,0
'X1',0.2857,0.2857,1,1,2,9,4,4,4,5,69,70,1,0,0,2,3,2,2.167,3,1,0.5,0.6667,0,0,0.3333,0.8333,0,0.1667,0,0,0,0,0,0,0,0,0.1667,3,5,4,120,80,1.5,0.3333,0.2667,1.25,0.6,4,5,4,0.5,0.03859,3.5,0,0.2679,0.04725,0.375,0.25,0,0.2495,0,0.3478,2.375,2.875,0
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,67,67,1,0,7,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,60,80,1.333,0.5,0.5,1,1,2,2,2,0.5,0.05555,1,0,0.6667,0.3819,1,0.25,0,0.8745,0.1768,0.3333,2.5,3,0
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0
'X1',0.3333,0.3333,1,1,4,7,3,3,3,5,67,70,1,0,0,2,1,1,2.5,2,3,0.5,1,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,1.5,0.3333,0.3333,1,0.6667,3,3,3,0.6667,0.04522,1,0,0.75,0.25,1,0.5,0,0.7495,0.3536,0.3077,2.75,3.25,0
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0
'X1',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,67,67,1,0,7,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,120,2,0.4,0.4,1,0.8,3,3,3,0.6667,0.04702,1.333,0,0.6875,0.2394,1,0.5,0,0.6662,0.2887,0.2667,3.25,3.75,0
'X1',0.4615,0.4615,0.3333,0.3333,3,2,4,5,5,7,74,73,0.3846,0.6154,2,2,2,2,2.167,5,2,0.3333,0.5,0.3333,0.1667,0.1667,0.5,0.1667,0.1667,0,0,0,0,0,0,0,0.07692,0.6,2,3.8,2.375,120,40,3,0.2857,0.1429,2,0.4286,5,10,5,0.6,0.03107,2.6,2.121,0.3654,0.2862,1.25,0.125,0,0.3745,0.2968,0.1739,5.25,5.75,0
'X1',0.75,0.75,0.3333,0.3333,4,4,2,2,2,4,67,68,1,0,7,1,2,0,1.333,2,4,0.6667,0.5,1,0.6667,0,0,0.3333,0,0,0,0,0,0,0,0,0,1,0,0,1,40,80,2,0.3333,0.3333,1,0.6667,3,3,3,1,0.04522,1.333,0,0.625,0.5951,1.5,0.25,0,0.7495,0.6614,0.2857,3,3.5,0
'X1',0.2667,0.2667,0.75,0.75,2,2,4,7,7,10,67,67,1,0,7,3,3,2,2.929,4,3,0.3571,0.6,0.2857,0.1429,0.07143,0.4286,0.1429,0.2143,0,0,0.07143,0,0,0,0,0,0.6667,2.4,6.2,3.5,40,48,1.2,0.1739,0.1739,1,0.3478,5,10,5,0.6,0.0305,3,2.475,0.3167,0.194,0.75,0.125,0,0.3209,0.2004,0.1739,5.25,5.75,0
'X1',1,1,0,0,66,6,1,1,1,0,66,66,1,0,6,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.75,0.3536,1,0.5,0,0.4995,0,0.4,2,2.5,0
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0
'X1',0.2734,0.2734,0.9329,0.9329,2,2,3,12,9,16,71,69,0.9083,0.09174,11,3,3,2,2.153,4,2,0.432,0.4936,0.3493,0.2132,0.09743,0.5294,0.114,0.1085,0,0.02206,0.01287,0,0,0,1.818,0.06055,0.4556,2.301,6.258,4.27,40,120,3,0.1914,0.1838,1.041,0.3752,5,10,5,0.6,0.02865,2.433,1.142,0.4092,0.2947,1.5,0.0625,0.02385,0.4076,0.2938,0.004464,223.5,224,0
'X1',0.3333,0.3333,1,1,2,2,3,3,3,5,62,64,1,0,2,2,1,2,3.5,2,3,0.5,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,2,2,0,60,80,1.333,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.5,0.25,0.75,0.25,0,0.4995,0.3536,0.4,2,2.5,0
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0
'X1',0.3333,0.3333,1,1,2,9,3,3,3,3,69,70,1,0,0,1,3,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,2,2,0,120,60,2,0.6667,0.3333,2,1,2,2,2,1,0.0586,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5,0
'X1',1,1,0,0,74,2,1,1,1,0,74,74,0,1,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.375,0.1768,0.5,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X1',0.5,0.5,1,1,2,10,2,2,2,2,70,71,1,0,0,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0,0.4995,0,0.5,1.5,2,0
'X1',0.3333,0.3333,1,1,2,2,3,3,3,4,67,69,1,0,7,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120,60,2,0.6667,0.3333,2,1,2,2,2,1,0.0586,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5,0
'X1',0.5,0.5,1,1,1,1,2,2,2,1,57,57,1,0,9,1,2,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,1,0,0,1,1,1,1,1,0.07881,1,0,0.75,0.3536,1,0.5,0,0.9995,0,0.4,2,2.5,0
'X1',0.2375,0.2375,0.8947,0.8947,2,7,5,8,6,14,69,69,0.8,0.2,9,5,2,2,2.861,2,3,0.557,0.2273,0.2278,0.06329,0.06329,0.6203,0.1013,0.1266,0,0.05063,0.02532,0.01266,0,0,1,0.0125,0.4324,2.312,6.938,4.697,40,60,1.5,0.2308,0.2308,1,0.4615,5,9,5,0.6,0.03359,1.905,0.8015,0.5156,0.3306,1.5,0.125,0,0.5185,0.3314,0.02367,41.75,42.25,0
'X1',0.2353,0.2353,1,1,5,7,5,6,6,9,69,70,0.7059,0.2941,2,4,1,2,2.333,3,1,0.6061,0.2,0.1515,0.06061,0.1212,0.7273,0.06061,0.1212,0,0.0303,0,0,0,0,0,0,0.4194,2.067,5,4.852,120,80,1.5,0.2315,0.213,1.087,0.4444,5,6,5,0.6,0.03325,2.833,0.433,0.3456,0.2666,1.25,0.125,0,0.3177,0.2167,0.07843,12.25,12.75,0
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0
'X1',0.3333,0.3333,0.6667,0.6667,4,4,5,5,5,7,78,77,0,1,6,4,1,2,1.875,5,2,0.375,0.6667,0.375,0.25,0.125,0.5,0.125,0.125,0,0,0,0,0,0,0,0,0.6667,3,5,3.25,120,80,1.5,0.24,0.2,1.2,0.44,4,10,5,0.6,0.03019,3,0,0.3056,0.266,1,0.125,0,0.2183,0.05786,0.2667,3.25,3.75,0
'X1',0.4375,0.4375,0.5714,0.5714,2,2,4,4,4,5,78,76,0,1,6,2,3,2,1.267,3,2,0.4,0.8333,0.4,0.3333,0.2,0.6,0.06667,0,0,0,0,0,0,0,0,0,0.3,2.5,3.5,3.583,80,120,1.5,0.2353,0.2157,1.091,0.451,5,5,5,0.4,0.03504,2.667,1.237,0.3125,0.1118,0.5,0.25,0,0.2995,0.1035,0.1667,5.5,6,0
'X1',0.2857,0.2857,0.75,0.75,5,5,4,6,6,10,79,76,0.07143,0.9286,7,2,3,2,2.231,4,1,0.3846,0.6,0.2308,0.07692,0.2308,0.6154,0.1538,0.1538,0,0,0,0,0,0,0,0,0.4167,2.4,4.2,4.25,120,60,2,0.3667,0.3333,1.1,0.7,3,3,3,1,0.04537,1.556,0.1768,0.5714,0.1816,1,0.5,0,0.5764,0.1878,0.1111,8.5,9,0
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0
'X1',0.5,0.5,0.5,0.5,3,9,3,3,3,3,72,71,1,0,0,1,3,0,1,3,1,0.3333,1,0.3333,0.3333,0.3333,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.5,0.25,2,0.75,3,3,3,0.6667,0.04801,2,0,0.3125,0.125,0.5,0.25,0,0.3328,0.1443,0.4444,1.75,2.25,0
'X1',0.5,0.5,1,1,4,4,2,2,2,4,67,69,1,0,7,1,2,4,4,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,2,0,0.4375,0.08839,0.5,0.375,0,0.4995,0,0.5333,1.375,1.875,0
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,67,67,1,0,7,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2,0
'X1',0.25,0.25,0.8182,0.8182,3,9,6,6,6,9,71,71,0.6591,0.3409,11,6,2,2,1.721,3,2,0.4186,0.7222,0.4419,0.3023,0.1163,0.5349,0.09302,0.02326,0,0.04651,0,0,0,0,1,0.1136,0.6,2,4.467,3.278,120,40,3,0.2059,0.1765,1.167,0.3824,4,10,5,0.6,0.02823,2.75,0.7773,0.358,0.2537,1.5,0.125,0,0.36,0.2562,0.0597,16.25,16.75,0
'X1',0.4,0.4,0.5,0.5,9,2,4,4,4,9,76,72,0.4,0.6,4,2,1,0,2.25,4,2,0.25,1,0.75,0.25,0,0.25,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0.6667,0.04891,2.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.4444,1.75,2.25,0
'X1',0.4,0.4,0.5,0.5,2,2,5,5,5,6,74,75,0,1,2,2,3,1,1.111,3,1,0.4444,0.75,0.2222,0.2222,0.4444,0.7778,0,0,0,0,0,0,0,0,0,0.1,0.5714,3.5,3.5,2,120,60,2,0.2414,0.1724,1.4,0.4138,5,10,5,0.6,0.03033,3.333,0,0.275,0.0986,0.5,0.125,0,0.2773,0.1042,0.2667,3.25,3.75,0
'X1',0.4615,0.4615,0.6667,0.6667,2,2,3,4,4,5,62,63,1,0,2,1,3,0,1.167,2,2,0.5,0.6667,0.5,0.5,0.08333,0.4167,0,0.08333,0,0,0,0,0,0,0,0,0.3333,2,3,2.222,80,40,2,0.3056,0.25,1.222,0.5556,5,5,5,0.4,0.03674,2.167,0.7071,0.4423,0.273,1.25,0.25,0,0.3745,0.1306,0.1481,6.25,6.75,0
'X1',0.2308,0.2418,0.8095,0.8182,2,5,4,10,7,19,74,73,0.4066,0.5934,2,5,2,2,2.389,3,2,0.3889,0.5714,0.4222,0.2222,0.05556,0.4444,0.1667,0.1111,0,0.03333,0.02222,0,0,0,0.875,0.01099,0.4571,2.121,6.455,3.925,60,40,1.5,0.2006,0.1917,1.046,0.3923,5,9,5,0.4,0.03269,3.033,1.546,0.3214,0.1346,0.75,0.125,0,0.3217,0.1351,0.03306,29.75,30.25,0
'X1',0.3913,0.3913,0.6667,0.6667,2,2,4,6,6,8,71,70,0.8696,0.1304,11,2,3,0,0.9091,4,2,0.5455,0.3333,0.6818,0.5455,0.1364,0.3182,0.1364,0,0,0,0,0,0,0,0,0.1739,0.3,3.333,5.667,2.588,40,120,3,0.175,0.175,1,0.35,3,10,9,0.4444,0.02678,2.875,0.2946,0.3152,0.1637,0.75,0.125,0,0.3177,0.1669,0.1212,7.75,8.25,0
'X1',0.1667,0.1667,1,1,1,2,6,6,6,8,71,75,0.3333,0.6667,0,3,0,1,2.6,3,1,0.4,1,0.2,0,0.4,0.8,0,0,0,0.2,0,0,0,0,0,0,0.6,5,5,0,120,80,1.5,0.4,0.3,1.333,0.7,3,4,3,0.6667,0.04285,3,0,0.2917,0.1021,0.5,0.25,0,0.2495,0,0.3636,2.25,2.75,0
'X1',0.5,0.5,1,1,2,2,2,2,2,2,69,70,1,0,9,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.375,0.1768,0.5,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X1',0.2931,0.2931,0.5882,0.5882,2,2,4,8,7,12,74,73,0.431,0.569,2,3,2,2,1.842,3,2,0.5263,0.3,0.2807,0.1579,0.1579,0.6842,0.1053,0.03509,0,0.01754,0,0,0,0,5,0,0.3958,2.667,5.778,4.854,80,120,1.5,0.2133,0.2133,1,0.4265,5,5,5,0.4,0.03486,3.053,0.6575,0.3147,0.1787,1.25,0.25,0,0.3153,0.1801,0.05195,18.75,19.25,0
'X1',0.6667,0.6667,0.25,0.25,3,2,3,3,3,5,74,73,0.1667,0.8333,2,2,1,0,1.4,3,2,0.4,1,0.6,0.4,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0.3333,3,2,1.333,120,80,1.5,0.3333,0.2222,1.5,0.5556,6,6,6,0.3333,0.03568,3,0,0.2083,0.06455,0.25,0.125,0,0.1995,0.06847,0.4444,1.75,2.25,0
'X1',0.5,0.5,1,1,2,2,2,2,2,2,74,75,0,1,2,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0,0.4995,0,0.5,1.5,2,0
'X1',0.5,0.5,1,1,1,1,2,2,2,1,66,66,1,0,6,1,2,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0,0.4995,0,0.5,1.5,2,0
'X1',1,1,0,0,67,7,1,1,1,0,67,67,1,0,7,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,48,1,0,0,1,1,1,1,1,0.07881,1,0,0.875,0.5303,1.25,0.5,0,1.25,0,0.3636,2.25,2.75,0
'X1',0.5,0.5,1,1,2,2,2,2,2,2,69,70,1,0,9,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.75,0.3536,1,0.5,0,0.4995,0,0.4,2,2.5,0
'X1',0.5,0.5,1,1,5,7,2,2,2,5,69,71,0.5,0.5,2,2,0,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,2,0,0.375,0.1768,0.5,0.25,0,0.4995,0,0.5714,1.25,1.75,0
'X1',1,1,0,0,67,7,1,1,1,0,67,67,1,0,7,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X1',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,78,77,0,1,6,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.5,0.25,2,0.75,3,3,3,0.6667,0.04801,2,0,0.3438,0.1197,0.5,0.25,0,0.3328,0.1443,0.4211,1.875,2.375,0
'X1',0.4286,0.4286,0.6667,0.6667,3,2,3,3,3,3,74,72,0.5714,0.4286,2,1,3,1,1.5,4,1,0.3333,1,0.3333,0.1667,0.3333,0.6667,0.1667,0,0,0,0,0,0,0,0,0,0.4,2.5,3,2.5,80,120,1.5,0.2857,0.2857,1,0.5714,4,5,4,0.25,0.03779,1.75,0,0.4643,0.3934,1.25,0.25,0,0.3328,0.2041,0.2353,3.75,4.25,0
'X1',0.3333,0.3333,1,1,3,3,3,3,3,5,64,66,1,0,4,2,1,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X1',0.5,0.5,1,1,4,4,2,2,2,4,67,69,1,0,7,1,2,4,4,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0,0.4995,0,0.5,1.5,2,0
'X1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0
'X1',0.2353,0.2353,0.9643,0.9643,3,9,6,9,8,12,74,72,0.5966,0.4034,2,6,3,2,1.763,3,2,0.3475,0.7317,0.4068,0.2542,0.2034,0.5508,0.1271,0.0339,0,0.02542,0.008475,0,0,0,0.875,0,0.4432,2.047,4.814,3.854,120,40,3,0.1995,0.1798,1.11,0.3793,5,10,5,0.6,0.03019,2.902,0.4583,0.3382,0.2179,1.25,0.125,0,0.3385,0.2187,0.02424,40.75,41.25,0
'X1',0.5,0.5,1,1,5,5,2,2,2,5,62,64,1,0,2,2,0,5,3.333,2,5,0.6667,0.5,0.3333,0.3333,0,0,0,0.6667,0,0,0,0,0,0,0,0,0.5,2,5,2,40,120,3,0.5,0.5,1,1,2,2,2,1,0.05555,1.333,0,0.625,0.5951,1.5,0.25,0,0.6662,0.7217,0.2857,3,3.5,0
'X1',0.4615,0.4615,0.8333,0.8333,2,2,2,4,4,5,76,75,0,1,4,1,2,2,1.5,2,2,0.5833,0.4286,0.3333,0.25,0.08333,0.6667,0.08333,0,0,0,0,0,0,0,0,0,0.4444,1.8,3.2,2.444,80,120,1.5,0.2326,0.2326,1,0.4651,5,5,5,0.4,0.03515,3.25,0,0.2885,0.09388,0.5,0.25,0,0.2912,0.09731,0.2105,4.25,4.75,0
