@relation groupran
@attribute class {'X1','X2','X3','X4','X5'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Rhythmic_Looseness numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X1',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,71,70,1,0,11,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X1',0.4,0.4,0.5,0.5,5,2,4,4,4,7,74,72,0.4,0.6,2,4,1,2,2.25,3,2,0.5,0.5,0.25,0.25,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0.3333,3,2,1,120,60,2,0.375,0.25,1.5,0.625,5,5,5,0,0.6,0.03903,2.5,0,0.35,0.1369,0.5,0.25,0,0.3745,0.1443,0.3636,2.25,2.75
'X1',0.25,0.25,1,1,2,2,4,4,4,9,67,71,0.5,0.5,2,4,0,2,4.333,2,7,0.6667,0.5,0,0,0,0.6667,0,0,0,0,0.3333,0,0,0,0,0,0.6667,1.5,5.5,0,80,120,1.5,0.4,0.4,1,0.8,3,3,3,0,0.3333,0.04702,2,0,0.4375,0.125,0.5,0.25,0,0.4162,0.1443,0.3636,2.25,2.75
'X1',0.4,0.6,0.5,0.3333,12,4,4,4,3,12,74,68,0.6,0.4,2,2,2,1,7,4,6,0.25,1,0.5,0,0.25,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0.75,2,10,3,60,80,1.333,0.2857,0.2857,1,0.5714,4,4,4,0,0.5,0.04024,2.5,0,0.35,0.1369,0.5,0.25,0,0.312,0.125,0.3636,2.25,2.75
'X1',0.2857,0.2857,0.5,1,7,5,6,6,5,12,74,73,0.4286,0.5714,2,3,0,2,5.667,6,1,0.1667,1,0.5,0,0,0.1667,0.1667,0.1667,0.1667,0.1667,0,0.1667,0,0,0,0,0.6667,1.5,6.75,4,48,80,1.667,0.25,0.25,1,0.5,4,5,5,0,0.2,0.03674,1.75,0,0.5,0.2041,0.75,0.25,0,0.5412,0.1882,0.2222,4,4.5
'X1',0.3333,0.3333,1,1,3,5,3,3,3,8,59,62,1,0,2,2,1,3,5.5,2,5,0.5,1,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,2,3,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X1',0.375,0.375,0.6667,0.6667,2,2,4,4,4,5,69,69,1,0,9,2,3,2,2.286,5,2,0.2857,1,0.5714,0.1429,0.1429,0.4286,0.4286,0,0,0,0,0,0,0,0.5,0,0.3333,2,4,3,48,80,1.667,0.4,0.2,2,0.6,3,5,3,0,0.3333,0.03983,1.143,0.5303,0.6562,0.2652,1,0.25,0,0.7495,0.4082,0.2759,4.75,7.25
'X1',0.3333,0.3333,1,1,7,7,4,4,4,9,62,66,1,0,2,3,1,7,5.6,3,5,0.6,0.3333,0.6,0,0,0.2,0,0.2,0,0.6,0,0,0,0,0,0,0.6,1.667,6.333,2,80,120,1.5,0.2727,0.2727,1,0.5455,4,5,5,0,0.4,0.03682,3,0,0.2917,0.1021,0.5,0.25,0,0.2995,0.1118,0.3636,2.25,2.75
'X1',0.25,0.5,1,0.5,9,2,4,4,3,12,62,69,0.75,0.25,2,1,3,2,4.667,3,1,0.3333,1,0.3333,0,0,0.3333,0.3333,0,0,0,0.3333,0,0,0,0,0,0.6667,3,12,0,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X1',0.3333,0.3333,0.6667,0.6667,2,2,6,6,6,8,71,70,0.8889,0.1111,11,4,2,0,3.25,6,2,0.25,1,0.5,0.25,0,0.25,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0.5,1.5,6,2.333,120,54,2.222,0.2273,0.1818,1.25,0.4091,4,10,5,0,0.4,0.02897,3,0,0.3241,0.1728,0.5,0.125,0,0.3433,0.1736,0.2553,3.416,3.917
'X1',0.5,0.5,0.5,0.5,3,3,4,4,4,7,79,77,0,1,7,4,2,3,2.571,4,3,0.4286,0.6667,0.8571,0.2857,0,0.1429,0.4286,0,0,0.1429,0,0,0,0,0,0,0.6,1.667,5,1.5,120,60,2,0.2941,0.2353,1.25,0.5294,3,8,3,0,1,0.03392,2,0,0.3958,0.1461,0.5,0.1665,0,0.4162,0.1444,0.24,3.666,4.167
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,66,65,1,0,6,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,2,2,2,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2
'X1',0.375,0.375,0.6667,0.6667,2,2,5,5,5,11,74,73,0.25,0.75,2,3,2,7,4.286,4,5,0.4286,0.6667,0.5714,0.1429,0,0.2857,0,0.1429,0,0.4286,0,0,0,0,0,0,0.6667,2,8.333,2,80,160,2,0.1579,0.1579,1,0.3158,7,10,10,0,0.3,0.0259,2.667,0,0.3281,0.093,0.5,0.25,0,0.3031,0.06682,0.2759,3.125,3.625
'X1',0.5,0.5,0.5,0.5,7,7,3,3,3,7,69,66,1,0,9,3,1,2,4.667,3,3,0.3333,1,0.3333,0,0,0.3333,0,0.3333,0,0.3333,0,0,0,0,0,0,0.3333,3,7,3,48,60,1.25,0.25,0.25,1,0.5,4,4,4,0,0.25,0.03903,2,0,0.375,0.25,0.75,0.25,0,0.4162,0.2887,0.4,2,2.5
'X1',0.5,0.5,0.5,0.5,3,2,3,3,3,5,62,61,1,0,2,2,1,2,3.333,3,1,0.3333,1,0.3333,0,0,0.3333,0.3333,0.3333,0,0,0,0,0,0,0,0,0.6667,1.5,3.5,3,48,60,1.25,0.25,0.25,1,0.5,4,4,4,0,0.25,0.03903,2,0,0.375,0.25,0.75,0.25,0,0.4162,0.2887,0.4,2,2.5
'X1',0.6,0.6,0.3333,0.3333,2,2,3,3,3,4,76,76,0,1,4,1,3,2,1.5,2,2,0.75,0.3333,0.25,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0.2,0.3333,3,4,1.5,48,60,1.25,0.2857,0.2857,1,0.5714,5,5,5,0,0.2,0.03694,1.667,0,0.45,0.2739,0.75,0.25,0,0.3745,0.25,0.3077,2.75,3.25
'X1',0.4286,0.4286,0.6667,0.6667,5,7,4,4,4,9,74,72,0.4286,0.5714,2,2,3,2,2.833,4,2,0.3333,1,0.5,0.1667,0,0.3333,0.3333,0.1667,0,0,0,0,0,0,0,0,0.4,1.667,4,1.667,120,60,2,0.3333,0.2,1.667,0.5333,5,5,5,0,0.6,0.03712,1.75,0,0.4286,0.2782,1,0.25,0,0.3328,0.1291,0.25,3.5,4
'X1',0.6,0.6,0.3333,0.3333,2,2,3,3,3,5,74,75,0,1,2,2,2,2,2.25,3,2,0.5,0.5,0.25,0.25,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0.6667,1.5,2,1.5,120,40,3,0.3333,0.1667,2,0.5,5,5,5,0,0.6,0.03674,1.25,0,0.65,0.4873,1.5,0.25,0,0.687,0.5543,0.2353,3.75,4.25
'X1',0.5,0.5,0.5,0.5,2,2,3,3,3,7,62,64,1,0,2,3,1,2,3.667,2,5,0.6667,0.5,0.3333,0,0,0.6667,0,0,0,0.3333,0,0,0,0,0,0.25,0.3333,1.5,4.5,2,44,54,1.227,0.2,0.2,1,0.4,5,5,5,0,0.2,0.0348,1.333,0,0.5312,0.2577,0.75,0.25,0,0.4578,0.2602,0.32,2.625,3.125
'X1',0.75,0.75,0.3333,0.3333,4,4,2,2,2,4,76,75,0.25,0.75,4,1,2,0,1.333,2,4,0.6667,0.5,1,0.6667,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.5,0.3333,1.5,0.8333,3,3,3,0,1,0.04891,1.333,0,0.5,0,0.5,0.5,0,0.4995,0,0.3333,2.5,3
'X1',0.4,0.4,1,1,3,9,3,3,3,5,71,73,0.4,0.6,2,2,2,3,2.75,3,3,0.5,0.5,0.75,0.25,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.6667,1.5,3,2,69,120,1.739,0.25,0.25,1,0.5,6,6,6,0,0.1667,0.03366,2.5,0,0.35,0.163,0.5,0.125,0,0.3433,0.1875,0.3636,2.25,2.75
'X1',0.6667,0.6667,0.5,0.5,5,5,2,2,2,5,74,75,0,1,2,2,1,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,2,5,2,69,120,1.739,0.3333,0.3333,1,0.6667,3,3,3,0,0.3333,0.04522,1.5,0,0.4583,0.07217,0.5,0.375,0,0.437,0.08839,0.4211,1.875,2.375
'X1',0.4,0.4,1,1,4,4,3,3,3,4,67,69,1,0,7,1,3,0,1.5,3,2,0.5,0.5,0.75,0.5,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0.5,2,2,1,120,60,2,0.375,0.25,1.5,0.625,4,4,4,0,0.75,0.04146,2.5,0,0.375,0.125,0.5,0.25,0,0.3745,0.1443,0.3478,2.375,2.875
'X1',0.3333,0.3333,1,1,2,7,3,3,3,5,67,69,1,0,0,2,1,2,3.5,2,3,0.5,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,2,2,0,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2
'X1',0.3636,0.3636,0.5,0.5,2,2,6,6,6,10,74,76,0.09091,0.9091,2,6,1,2,3.8,6,1,0.2,1,0.6,0.1,0,0.2,0.3,0.2,0,0.2,0,0,0,0,2,0,0.4444,1.8,7.2,4.2,80,48,1.667,0.24,0.2,1.2,0.44,5,5,5,0,0.4,0.03509,2.2,1.945,0.3636,0.1719,0.75,0.25,0,0.3745,0.1768,0.2,4.5,5
'X1',0.4286,0.4286,0.6667,0.6667,3,9,4,4,4,9,74,72,0.4286,0.5714,2,2,2,5,4,5,5,0.3333,0.5,0.6667,0.1667,0,0,0.3333,0.3333,0,0.1667,0,0,0,0,1,0.1429,0.6,1.667,7,2.667,60,120,2,0.3636,0.2727,1.333,0.6364,3,5,3,0,0.6667,0.03953,1.4,1.237,0.6429,0.2835,1,0.25,0,0.5828,0.2582,0.1818,5,5.5
'X1',0.25,0.25,1,1,4,4,4,4,4,7,74,78,0,1,2,3,1,3,5,3,2,0.3333,1,0.6667,0,0,0,0.3333,0.3333,0,0.3333,0,0,0,0,0,0.25,0.3333,1.5,6,0,96,120,1.25,0.4,0.4,1,0.8,3,3,3,0,0.3333,0.04702,2,0,0.4062,0.1875,0.5,0.125,0,0.3745,0.2165,0.381,2.125,2.625
'X1',0.3333,0.3333,1,1,2,2,4,4,4,5,69,69,1,0,9,2,2,2,1.8,2,1,0.8,0.25,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0.8,2.5,3,2,60,44,1.364,0.25,0.125,2,0.375,7,7,7,0,0.2857,0.03062,1.5,0,0.5625,0.3513,1,0.25,0,0.6245,0.3536,0.2286,3.875,4.375
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,69,68,1,0,9,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X1',0.5,0.5,1,1,7,5,2,2,2,7,67,70,0.5,0.5,2,2,0,7,4.667,2,7,0.6667,0.5,1,0.3333,0,0,0,0,0,0.6667,0,0,0,0,0,0,0.5,2,7,2,40,60,1.5,0.25,0.25,1,0.5,4,4,4,0,0.75,0.03903,1.333,0,0.5625,0.3146,1,0.25,0,0.5828,0.3819,0.3077,2.75,3.25
'X1',0.6667,0.6667,0.5,0.5,5,7,2,2,2,5,69,70,0.6667,0.3333,9,2,1,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,2,5,2,60,80,1.333,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.5,0.25,0.75,0.25,0,0.4995,0.3536,0.4,2,2.5
'X1',0.5,0.5,0.6667,0.6667,4,4,3,3,3,4,71,69,1,0,11,1,3,2,2.4,3,2,0.4,1,0.6,0.2,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0.75,2,4,2.333,40,48,1.2,0.3333,0.3333,1,0.6667,4,4,4,0,0.75,0.0412,1.2,1.061,0.6667,0.4655,1.25,0.25,0,0.6995,0.5123,0.2,4.5,5
'X1',0.4286,0.4286,0.3333,0.3333,3,4,5,5,5,10,62,63,1,0,2,3,1,7,4.333,5,7,0.3333,0.5,0.8333,0.1667,0,0,0.3333,0.1667,0,0.3333,0,0,0,0,1,0,0.6,1.667,6,2,60,120,2,0.2667,0.2667,1,0.5333,5,5,5,0,0.4,0.03636,2.333,0,0.3929,0.1967,0.75,0.25,0,0.3328,0.1291,0.2667,3.25,3.75
'X1',0.4,0.4,1,1,3,9,3,3,3,7,71,71,0.6,0.4,2,2,2,0,2.5,3,3,0.5,0.5,1,0.5,0,0,0.25,0,0,0.25,0,0,0,0,0,0.2,0.5,2,7,1,48,60,1.25,0.3333,0.3333,1,0.6667,4,4,4,0,0.25,0.0412,1.25,0,0.75,0.5303,1.5,0.25,0,0.562,0.375,0.2105,4.25,4.75
'X1',0.4,0.4,0.5,0.5,2,9,4,4,4,5,69,71,0.8,0.2,9,2,3,1,2.75,4,1,0.25,1,0.25,0,0.25,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.5,2,3,3,120,44,2.727,0.25,0.125,2,0.375,7,7,7,0,0.2857,0.03062,1.667,0,0.525,0.285,1,0.25,0,0.4058,0.1197,0.2759,3.125,3.625
'X1',0.6667,0.6667,0.5,0.5,3,3,2,2,2,3,76,77,0,1,4,1,2,0,1.5,2,3,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.6667,0.3333,2,1,2,2,2,0,1,0.0586,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5
'X1',0.5,0.5,0.5,0.5,4,7,3,3,3,9,71,71,0.75,0.25,11,2,2,5,4.667,2,1,0.6667,0.5,0.3333,0,0,0,0.3333,0.6667,0,0,0,0,0,0,0,0,0.6667,3,9,2,40,120,3,0.4,0.4,1,0.8,3,3,3,0,0.6667,0.04702,1.333,0,0.625,0.25,1,0.5,0,0.6662,0.2887,0.2857,3,3.5
'X1',0.3333,0.3333,0.5,1,7,7,5,5,4,12,69,68,0.8333,0.1667,2,2,0,5,4,4,5,0.4,0.5,0.6,0.2,0,0,0.2,0.4,0,0.2,0,0,0,0,0,0,0.5,4,12,1,80,120,1.5,0.2727,0.2727,1,0.5455,4,5,5,0,0.4,0.03682,2,0,0.3333,0.1291,0.5,0.25,0,0.2995,0.1118,0.3333,2.5,3
'X1',0.5,0.5,0.5,0.5,5,5,3,3,3,5,69,67,1,0,9,2,2,0,2.667,3,3,0.3333,1,0.6667,0.3333,0,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0.5,2,5,1,80,40,2,0.4,0.2,2,0.6,4,4,4,0,0.5,0.04137,1.333,0,0.5,0.2041,0.75,0.25,0,0.4995,0.25,0.3333,2.5,3
'X1',0.4286,0.4286,0.6667,0.6667,7,5,4,4,4,9,67,71,0.5714,0.4286,7,3,2,2,5.333,4,5,0.3333,1,0.3333,0,0,0.3333,0,0.1667,0,0.3333,0.1667,0,0,0,0,0,0.6667,2,7.667,2.667,120,54,2.222,0.2,0.1333,1.5,0.3333,6,8,8,0,0.25,0.02868,3.5,0,0.2143,0.06099,0.25,0.125,0,0.2287,0.05103,0.4,2,2.5
'X1',0.6,0.6,0.3333,0.3333,7,2,3,3,3,9,74,73,0.2,0.8,2,2,2,0,4.5,4,2,0.25,1,0.5,0.25,0,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0.6667,1.5,5.5,2,60,120,2,0.2857,0.2857,1,0.5714,5,5,5,0,0.4,0.03694,1.667,0,0.45,0.326,1,0.25,0,0.4995,0.3536,0.3077,2.75,3.25
'X1',0.4,0.5,0.75,0.6,5,7,5,5,4,14,74,70,0.5,0.5,2,3,2,5,6.556,6,7,0.3333,0.6667,0.4444,0,0,0.1111,0.1111,0.3333,0,0.1111,0.1111,0,0.2222,0,0,0.1,0.4444,1.5,7.833,2.6,48,60,1.25,0.2381,0.2381,1,0.4762,2,11,4,0,0.25,0.0297,2,1.768,0.4083,0.3029,1,0.1665,0,0.4255,0.3158,0.1968,3.75,5.083
'X1',0.2,0.2,1,1,3,4,5,5,5,13,66,71,0.6,0.4,2,3,0,3,5.25,3,2,0.5,0.5,0.75,0,0,0,0.5,0.25,0,0,0,0.25,0,0,0,0,0.5,4,8,0,40,48,1.2,0.4,0.2,2,0.6,4,4,4,0,0.75,0.04137,1.667,0,0.3,0.1118,0.5,0.25,0,0.562,0.4732,0.5714,1.25,3.5
'X1',0.3333,0.3333,1,1,5,6,3,3,3,6,66,69,1,0,0,2,1,1,3.5,2,5,0.5,1,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,2,1,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.2083,0.07217,0.25,0.125,0,0.2495,0,0.6154,1.125,1.625
'X1',0.5,0.5,0.5,1,10,2,3,3,2,12,72,70,0.75,0.25,0,1,2,10,7.333,2,8,0.6667,0.5,0.6667,0,0,0.3333,0,0,0,0,0,0.6667,0,0,0,0,0.3333,3,12,2,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X1',0.4,0.4,1,1,1,11,3,3,3,3,71,72,0.8,0.2,0,1,3,3,1.75,3,3,0.5,0.5,0.75,0.25,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0.6667,1.5,3,1.5,120,80,1.5,0.4286,0.2857,1.5,0.7143,4,4,4,0,0.5,0.04329,2.5,0,0.325,0.1118,0.5,0.25,0,0.312,0.125,0.381,2.125,2.625
'X1',0.7143,0.7143,0.2,0.2,3,4,3,3,3,7,74,74,0.1429,0.8571,2,2,1,0,2.333,3,3,0.3333,1,1,0.3333,0,0,0.6667,0,0,0,0,0,0,0,1,0.1429,0.5,2,5.5,1.5,54,60,1.111,0.1667,0.1667,1,0.3333,3,9,9,0,0.2222,0.02725,1.75,0,0.4643,0.3122,1,0.125,0,0.4162,0.3129,0.2353,3.75,4.25
'X1',0.75,0.75,0.3333,0.3333,4,4,2,2,2,4,79,80,0,1,7,1,2,0,1.333,2,4,0.6667,0.5,1,0.6667,0,0,0.3333,0,0,0,0,0,0,0,0,0,1,0,0,1,60,120,2,0.4,0.4,1,0.8,3,3,3,0,0.6667,0.04702,1.333,0,0.625,0.25,1,0.5,0,0.6662,0.2887,0.2857,3,3.5
'X1',0.5714,0.5714,0.5,0.5,2,2,3,3,3,5,69,67,1,0,9,2,2,0,2,3,5,0.5,0.6667,0.5,0.5,0,0.1667,0,0.3333,0,0,0,0,0,0,0,0,0.6667,1.5,3.5,1.25,80,120,1.5,0.3333,0.25,1.333,0.5833,4,5,4,0,0.5,0.03791,2.333,0,0.375,0.2602,0.75,0.125,0,0.4162,0.2582,0.2759,3.125,3.625
'X1',0.4,0.6,0.5,0.3333,7,2,4,4,3,12,64,69,0.6,0.4,4,2,2,7,7,3,5,0.5,0.5,0.75,0,0,0.25,0,0,0,0.5,0,0,0.25,0,0,0,0.5,1.333,8.667,2,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,2.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.4444,1.75,2.25
'X1',0.6667,0.6667,0.5,0.5,1,11,2,2,2,1,71,71,1,0,11,1,2,0,0.5,2,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2
'X1',0.5,0.5,0.3333,0.3333,2,5,4,4,4,7,67,69,0.8333,0.1667,7,3,2,2,3,4,2,0.4,0.5,0.6,0.2,0,0.4,0.2,0,0,0.2,0,0,0,0,0,0,0.5,2,5.5,2,80,120,1.5,0.2,0.2,1,0.4,2,8,8,0,0.375,0.02892,3,0,0.2917,0.2327,0.75,0.125,0,0.3245,0.2437,0.3636,2.25,2.75
'X1',0.2857,0.2857,1,1,5,5,5,5,5,8,74,75,0.2857,0.7143,2,3,0,7,4.5,5,7,0.3333,0.5,0.6667,0.1667,0,0.1667,0.1667,0,0,0.3333,0.1667,0,0,0,0,0,0.4,1.667,6.667,1.5,40,48,1.2,0.2308,0.2308,1,0.4615,5,5,5,0,0.6,0.03543,2.333,0,0.3214,0.189,0.75,0.25,0,0.3328,0.2041,0.3077,2.75,3.25
'X1',0.6667,0.6667,0.5,0.5,5,7,2,2,2,5,74,72,0.3333,0.6667,2,2,1,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,2,5,2,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2
'X1',0.3333,0.3333,1,1,1,2,3,3,3,3,71,72,0.6667,0.3333,0,1,3,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,2,3,0,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.4167,0.1443,0.5,0.25,0,0.3745,0.1768,0.4444,1.75,2.25
'X1',0.5,0.5,0.6667,0.6667,3,9,3,3,3,7,71,73,0.5,0.5,11,2,2,3,4,3,4,0.4,1,1,0.2,0,0,0.4,0,0,0.4,0,0,0,0,0,0,0.5,1.333,4.333,2,120,80,1.5,0.3636,0.2727,1.333,0.6364,3,5,3,0,0.6667,0.03953,3,0,0.2917,0.1021,0.5,0.25,0,0.2995,0.1118,0.3636,2.25,2.75
'X1',0.4,0.4,0.5,0.5,9,9,4,4,4,9,71,68,1,0,11,3,1,2,4.25,3,2,0.5,0.5,0.25,0,0,0.5,0.25,0,0,0,0.25,0,0,0,0,0,0.75,2,6.5,3,60,120,2,0.3333,0.3333,1,0.6667,4,4,4,0,0.5,0.0412,1.25,0,0.6,0.285,1,0.25,0,0.687,0.2394,0.25,3.5,4
'X1',0.6,0.6,0.3333,0.3333,3,9,3,3,3,5,71,72,0.6,0.4,11,2,2,5,3.25,3,5,0.5,0.5,0.5,0.25,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0.3333,1.5,4,1.5,120,80,1.5,0.4286,0.2857,1.5,0.7143,4,4,4,0,0.5,0.04329,2.5,0,0.3,0.1118,0.5,0.25,0,0.312,0.125,0.4,2,2.5
'X1',0.2,0.2,1,1,3,2,5,5,5,10,59,64,1,0,2,5,0,7,5.25,3,5,0.5,0.5,0.5,0,0,0.25,0,0.25,0,0.5,0,0,0,0,0,0,0.5,1.333,4.667,0,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,2.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.4444,1.75,2.25
'X1',0.4286,0.4286,1,1,3,9,3,3,3,5,71,73,0.4286,0.5714,2,2,2,3,2.667,2,1,0.6667,0.5,0.6667,0,0,0.3333,0.6667,0,0,0,0,0,0,0,0,0.1429,0.5,2,4.333,2.5,120,40,3,0.3333,0.2222,1.5,0.5556,5,5,5,0,0.6,0.03778,1.4,1.237,0.6429,0.4046,1.5,0.25,0,0.6662,0.4378,0.1818,5,5.5
'X1',0.3333,0.3333,0.6667,0.6667,8,5,5,5,5,8,79,75,0.3333,0.6667,7,3,2,5,5.25,5,2,0.5,0.25,0.375,0,0,0,0.25,0.5,0,0.125,0.125,0,0,0,1,0,0.625,1.333,5.667,3.5,120,60,2,0.3529,0.2353,1.5,0.5882,5,5,5,0,0.6,0.03812,1.8,1.591,0.5,0.2165,1,0.25,0,0.5308,0.2086,0.1818,5,5.5
'X1',0.6667,0.6667,0.5,0.5,11,1,2,2,2,11,67,70,0.6667,0.3333,7,1,2,0,5.5,2,11,0.5,1,1,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,1,120,60,2,0.6667,0.3333,2,1,2,2,2,0,1,0.0586,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5
